#HEADER,,,,,,,,,,,,,,,
#TITLES,,,,,,,,,,,,,,,
,,R1,R2,R3,R4,SG5_1,SG5_2,SG5_3,R6,R7,SG8_1,SG8_2,SG8_3,LVDT,Force[N]
735,1.468,1,1,1,1,231.69,82.882,-69.718,1,1,231.69,82.882,-69.718,0.0001,-0.00034
736,1.47,1,1,1,1,263.28,94.185,-79.231,1,1,263.28,94.185,-79.231,0.0001,-0.00034
737,1.472,1,1,1,1,291.39,104.25,-87.708,1,1,291.39,104.25,-87.708,0.0001,-0.00034
738,1.474,1,1,1,1,316.1,113.11,-95.176,1,1,316.1,113.11,-95.176,0.0001,-0.00034
739,1.476,1,1,1,1,337.85,120.91,-101.76,1,1,337.85,120.91,-101.76,0.0001,-0.00034
740,1.478,1,1,1,1,357.52,127.97,-107.72,1,1,357.52,127.97,-107.72,0.0001,-0.00034
741,1.48,1,1,1,1,375.91,134.57,-113.29,1,1,375.91,134.57,-113.29,0.0001,-0.00034
742,1.482,1,1,1,1,393.48,140.87,-118.6,1,1,393.48,140.87,-118.6,0.0001,-0.00034
743,1.484,1,1,1,1,410.53,146.96,-123.73,1,1,410.53,146.96,-123.73,0.0001,-0.00034
744,1.486,1,1,1,1,426.97,152.84,-128.66,1,1,426.97,152.84,-128.66,0.0001,-0.00034
745,1.488,1,1,1,1,442.15,158.26,-133.2,1,1,442.15,158.26,-133.2,0.0001,-0.00034
746,1.49,1,1,1,1,455.17,162.9,-137.1,1,1,455.17,162.9,-137.1,0.0001,-0.00034
747,1.492,1,1,1,1,465.23,166.48,-140.09,1,1,465.23,166.48,-140.09,0.0001,-0.00034
748,1.494,1,1,1,1,471.41,168.68,-141.93,1,1,471.41,168.68,-141.93,0.0001,-0.00034
749,1.496,1,1,1,1,473.03,169.25,-142.41,1,1,473.03,169.25,-142.41,0.0001,-0.00034
750,1.498,1,1,1,1,469.97,168.16,-141.5,1,1,469.97,168.16,-141.5,0.0001,-0.00034
751,1.5,1,1,1,1,462.55,165.52,-139.29,1,1,462.55,165.52,-139.29,0.0001,-0.00034
752,1.502,1,1,1,1,451.3,161.51,-135.93,1,1,451.3,161.51,-135.93,0.0001,-0.00034
753,1.504,1,1,1,1,437.09,156.44,-131.68,1,1,437.09,156.44,-131.68,0.0001,-0.00034
754,1.506,1,1,1,1,420.97,150.69,-126.85,1,1,420.97,150.69,-126.85,0.0001,-0.00034
755,1.508,1,1,1,1,403.67,144.51,-121.66,1,1,403.67,144.51,-121.66,0.0001,-0.00034
756,1.51,1,1,1,1,385.64,138.06,-116.23,1,1,385.64,138.06,-116.23,0.0001,-0.00034
757,1.512,1,1,1,1,367.11,131.42,-110.63,1,1,367.11,131.42,-110.63,0.0001,-0.00034
758,1.514,1,1,1,1,347.85,124.51,-104.81,1,1,347.85,124.51,-104.81,0.0001,-0.00034
759,1.516,1,1,1,1,327.2,117.1,-98.554,1,1,327.2,117.1,-98.554,0.0001,-0.00034
760,1.518,1,1,1,1,304.48,108.95,-91.683,1,1,304.48,108.95,-91.683,0.0001,-0.00034
761,1.52,1,1,1,1,279.15,99.875,-84.029,1,1,279.15,99.875,-84.029,0.0001,-0.00034
762,1.522,1,1,1,1,250.7,89.686,-75.446,1,1,250.7,89.686,-75.446,0.0001,-0.00034
763,1.524,1,1,1,1,219.01,78.345,-65.906,1,1,219.01,78.345,-65.906,0.0001,-0.00034
764,1.526,1,1,1,1,184.5,66.006,-55.532,1,1,184.5,66.006,-55.532,0.0001,-0.00034
765,1.528,1,1,1,1,147.86,52.908,-44.521,1,1,147.86,52.908,-44.521,0.0001,-0.00034
766,1.53,1,1,1,1,109.93,39.353,-33.129,1,1,109.93,39.353,-33.129,0.0001,-0.00034
767,1.532,1,1,1,1,71.832,25.734,-21.681,1,1,71.832,25.734,-21.681,0.0001,-0.00034
768,1.534,1,1,1,1,34.549,12.401,-10.467,1,1,34.549,12.401,-10.467,0.0001,-0.00034
769,1.536,1,1,1,1,-1.3445,-0.44462,0.34048,1,1,-1.3445,-0.44462,0.34048,0.0001,-0.00034
770,1.538,1,1,1,1,-35.541,-12.69,10.65,1,1,-35.541,-12.69,10.65,0.0001,-0.00034
771,1.54,1,1,1,1,-68.02,-24.325,20.456,1,1,-68.02,-24.325,20.456,0.0001,-0.00034
772,1.542,1,1,1,1,-99.218,-35.506,29.883,1,1,-99.218,-35.506,29.883,0.0001,-0.00034
773,1.544,1,1,1,1,-129.76,-46.454,39.112,1,1,-129.76,-46.454,39.112,0.0001,-0.00034
774,1.546,1,1,1,1,-160.14,-57.344,48.287,1,1,-160.14,-57.344,48.287,0.0001,-0.00034
775,1.548,1,1,1,1,-190.78,-68.317,57.53,1,1,-190.78,-68.317,57.53,0.0001,-0.00034
776,1.55,1,1,1,1,-221.9,-79.451,66.9,1,1,-221.9,-79.451,66.9,0.0001,-0.00034
777,1.552,1,1,1,1,-253.21,-90.648,76.317,1,1,-253.21,-90.648,76.317,0.0001,-0.00034
778,1.554,1,1,1,1,-284.07,-101.68,85.587,1,1,-284.07,-101.68,85.587,0.0001,-0.00034
779,1.556,1,1,1,1,-313.7,-112.27,94.485,1,1,-313.7,-112.27,94.485,0.0001,-0.00034
780,1.558,1,1,1,1,-341.22,-122.1,102.75,1,1,-341.22,-122.1,102.75,0.0001,-0.00034
781,1.56,1,1,1,1,-365.68,-130.84,110.09,1,1,-365.68,-130.84,110.09,0.0001,-0.00034
782,1.562,1,1,1,1,-386.48,-138.28,116.35,1,1,-386.48,-138.28,116.35,0.0001,-0.00034
783,1.564,1,1,1,1,-403.4,-144.34,121.46,1,1,-403.4,-144.34,121.46,0.0001,-0.00034
784,1.566,1,1,1,1,-416.47,-149.03,125.41,1,1,-416.47,-149.03,125.41,0.0001,-0.00034
785,1.568,1,1,1,1,-426.06,-152.48,128.33,1,1,-426.06,-152.48,128.33,0.0001,-0.00034
786,1.57,1,1,1,1,-432.92,-154.95,130.42,1,1,-432.92,-154.95,130.42,0.0001,-0.00034
787,1.572,1,1,1,1,-437.72,-156.68,131.89,1,1,-437.72,-156.68,131.89,0.0001,-0.00034
788,1.574,1,1,1,1,-440.97,-157.85,132.88,1,1,-440.97,-157.85,132.88,0.0001,-0.00034
789,1.576,1,1,1,1,-443.05,-158.6,133.51,1,1,-443.05,-158.6,133.51,0.0001,-0.00034
790,1.578,1,1,1,1,-444.02,-158.94,133.79,1,1,-444.02,-158.94,133.79,0.0001,-0.00034
791,1.58,1,1,1,1,-443.51,-158.74,133.62,1,1,-443.51,-158.74,133.62,0.0001,-0.00034
792,1.582,1,1,1,1,-440.94,-157.81,132.82,1,1,-440.94,-157.81,132.82,0.0001,-0.00034
793,1.584,1,1,1,1,-435.71,-155.92,131.22,1,1,-435.71,-155.92,131.22,0.0001,-0.00034
794,1.586,1,1,1,1,-427.13,-152.84,128.61,1,1,-427.13,-152.84,128.61,0.0001,-0.00034
795,1.588,1,1,1,1,-414.68,-148.38,124.85,1,1,-414.68,-148.38,124.85,0.0001,-0.00034
796,1.59,1,1,1,1,-398.31,-142.52,119.92,1,1,-398.31,-142.52,119.92,0.0001,-0.00034
797,1.592,1,1,1,1,-378.24,-135.35,113.89,1,1,-378.24,-135.35,113.89,0.0001,-0.00034
798,1.594,1,1,1,1,-354.93,-127.02,106.9,1,1,-354.93,-127.02,106.9,0.0001,-0.00034
799,1.596,1,1,1,1,-329.17,-117.81,99.166,1,1,-329.17,-117.81,99.166,0.0001,-0.00034
800,1.598,1,1,1,1,-301.87,-108.06,90.964,1,1,-301.87,-108.06,90.964,0.0001,-0.00034
801,1.6,1,1,1,1,-273.75,-98.003,82.508,1,1,-273.75,-98.003,82.508,0.0001,-0.00034
802,1.602,1,1,1,1,-245.34,-87.838,73.957,1,1,-245.34,-87.838,73.957,0.0001,-0.00034
803,1.604,1,1,1,1,-216.98,-77.684,65.407,1,1,-216.98,-77.684,65.407,0.0001,-0.00034
804,1.606,1,1,1,1,-188.61,-67.516,56.839,1,1,-188.61,-67.516,56.839,0.0001,-0.00034
805,1.608,1,1,1,1,-159.81,-57.197,48.142,1,1,-159.81,-57.197,48.142,0.0001,-0.00034
806,1.61,1,1,1,1,-130.17,-46.576,39.189,1,1,-130.17,-46.576,39.189,0.0001,-0.00034
807,1.612,1,1,1,1,-99.26,-35.501,29.856,1,1,-99.26,-35.501,29.856,0.0001,-0.00034
808,1.614,1,1,1,1,-66.671,-23.83,20.028,1,1,-66.671,-23.83,20.028,0.0001,-0.00034
809,1.616,1,1,1,1,-32.324,-11.537,9.6847,1,1,-32.324,-11.537,9.6847,0.0001,-0.00034
810,1.618,1,1,1,1,3.4729,1.2665,-1.0859,1,1,3.4729,1.2665,-1.0859,0.0001,-0.00034
811,1.62,1,1,1,1,40.203,14.398,-12.129,1,1,40.203,14.398,-12.129,0.0001,-0.00034
812,1.622,1,1,1,1,77.132,27.6,-23.227,1,1,77.132,27.6,-23.227,0.0001,-0.00034
813,1.624,1,1,1,1,113.33,40.542,-34.106,1,1,113.33,40.542,-34.106,0.0001,-0.00034
814,1.626,1,1,1,1,147.97,52.93,-44.523,1,1,147.97,52.93,-44.523,0.0001,-0.00034
815,1.628,1,1,1,1,180.49,64.565,-54.313,1,1,180.49,64.565,-54.313,0.0001,-0.00034
816,1.63,1,1,1,1,210.53,75.319,-63.367,1,1,210.53,75.319,-63.367,0.0001,-0.00034
817,1.632,1,1,1,1,238.02,85.165,-71.663,1,1,238.02,85.165,-71.663,0.0001,-0.00034
818,1.634,1,1,1,1,263.25,94.211,-79.288,1,1,263.25,94.211,-79.288,0.0001,-0.00034
819,1.636,1,1,1,1,286.71,102.62,-86.377,1,1,286.71,102.62,-86.377,0.0001,-0.00034
820,1.638,1,1,1,1,308.82,110.55,-93.058,1,1,308.82,110.55,-93.058,0.0001,-0.00034
821,1.64,1,1,1,1,329.99,118.13,-99.448,1,1,329.99,118.13,-99.448,0.0001,-0.00034
822,1.642,1,1,1,1,350.46,125.45,-105.61,1,1,350.46,125.45,-105.61,0.0001,-0.00034
823,1.644,1,1,1,1,370.09,132.47,-111.52,1,1,370.09,132.47,-111.52,0.0001,-0.00034
824,1.646,1,1,1,1,388.47,139.04,-117.04,1,1,388.47,139.04,-117.04,0.0001,-0.00034
825,1.648,1,1,1,1,405.08,144.97,-122.02,1,1,405.08,144.97,-122.02,0.0001,-0.00034
826,1.65,1,1,1,1,419.2,150.02,-126.25,1,1,419.2,150.02,-126.25,0.0001,-0.00034
827,1.652,1,1,1,1,430.13,153.92,-129.52,1,1,430.13,153.92,-129.52,0.0001,-0.00034
828,1.654,1,1,1,1,437.38,156.5,-131.7,1,1,437.38,156.5,-131.7,0.0001,-0.00034
829,1.656,1,1,1,1,440.75,157.71,-132.71,1,1,440.75,157.71,-132.71,0.0001,-0.00034
830,1.658,1,1,1,1,440.27,157.55,-132.58,1,1,440.27,157.55,-132.58,0.0001,-0.00034
831,1.66,1,1,1,1,436.29,156.14,-131.41,1,1,436.29,156.14,-131.41,0.0001,-0.00034
832,1.662,1,1,1,1,429.43,153.7,-129.36,1,1,429.43,153.7,-129.36,0.0001,-0.00034
833,1.664,1,1,1,1,420.31,150.44,-126.63,1,1,420.31,150.44,-126.63,0.0001,-0.00034
834,1.666,1,1,1,1,409.46,146.57,-123.38,1,1,409.46,146.57,-123.38,0.0001,-0.00034
835,1.668,1,1,1,1,397.33,142.23,-119.73,1,1,397.33,142.23,-119.73,0.0001,-0.00034
836,1.67,1,1,1,1,384.12,137.5,-115.74,1,1,384.12,137.5,-115.74,0.0001,-0.00034
837,1.672,1,1,1,1,369.65,132.31,-111.37,1,1,369.65,132.31,-111.37,0.0001,-0.00034
838,1.674,1,1,1,1,353.61,126.55,-106.52,1,1,353.61,126.55,-106.52,0.0001,-0.00034
839,1.676,1,1,1,1,335.57,120.09,-101.06,1,1,335.57,120.09,-101.06,0.0001,-0.00034
840,1.678,1,1,1,1,315.05,112.73,-94.861,1,1,315.05,112.73,-94.861,0.0001,-0.00034
841,1.68,1,1,1,1,291.7,104.37,-87.82,1,1,291.7,104.37,-87.82,0.0001,-0.00034
842,1.682,1,1,1,1,265.48,94.988,-79.923,1,1,265.48,94.988,-79.923,0.0001,-0.00034
843,1.684,1,1,1,1,236.57,84.648,-71.225,1,1,236.57,84.648,-71.225,0.0001,-0.00034
844,1.686,1,1,1,1,205.38,73.496,-61.849,1,1,205.38,73.496,-61.849,0.0001,-0.00034
845,1.688,1,1,1,1,172.61,61.777,-51.998,1,1,172.61,61.777,-51.998,0.0001,-0.00034
846,1.69,1,1,1,1,139.03,49.773,-41.903,1,1,139.03,49.773,-41.903,0.0001,-0.00034
847,1.692,1,1,1,1,105.33,37.721,-31.767,1,1,105.33,37.721,-31.767,0.0001,-0.00034
848,1.694,1,1,1,1,72.076,25.821,-21.756,1,1,72.076,25.821,-21.756,0.0001,-0.00034
849,1.696,1,1,1,1,39.636,14.208,-11.98,1,1,39.636,14.208,-11.98,0.0001,-0.00034
850,1.698,1,1,1,1,8.0547,2.8984,-2.453,1,1,8.0547,2.8984,-2.453,0.0001,-0.00034
851,1.7,1,1,1,1,-22.868,-8.1792,6.8803,1,1,-22.868,-8.1792,6.8803,0.0001,-0.00034
852,1.702,1,1,1,1,-53.413,-19.123,16.102,1,1,-53.413,-19.123,16.102,0.0001,-0.00034
853,1.704,1,1,1,1,-83.926,-30.054,25.311,1,1,-83.926,-30.054,25.311,0.0001,-0.00034
854,1.706,1,1,1,1,-114.73,-41.085,34.6,1,1,-114.73,-41.085,34.6,0.0001,-0.00034
855,1.708,1,1,1,1,-145.9,-52.241,43.99,1,1,-145.9,-52.241,43.99,0.0001,-0.00034
856,1.71,1,1,1,1,-177.24,-63.451,53.422,1,1,-177.24,-63.451,53.422,0.0001,-0.00034
857,1.712,1,1,1,1,-208.37,-74.583,62.784,1,1,-208.37,-74.583,62.784,0.0001,-0.00034
858,1.714,1,1,1,1,-238.71,-85.431,71.902,1,1,-238.71,-85.431,71.902,0.0001,-0.00034
859,1.716,1,1,1,1,-267.52,-95.732,80.561,1,1,-267.52,-95.732,80.561,0.0001,-0.00034
860,1.718,1,1,1,1,-294.13,-105.25,88.563,1,1,-294.13,-105.25,88.563,0.0001,-0.00034
861,1.72,1,1,1,1,-318.05,-113.8,95.759,1,1,-318.05,-113.8,95.759,0.0001,-0.00034
862,1.722,1,1,1,1,-338.93,-121.28,102.05,1,1,-338.93,-121.28,102.05,0.0001,-0.00034
863,1.724,1,1,1,1,-356.69,-127.64,107.41,1,1,-356.69,-127.64,107.41,0.0001,-0.00034
864,1.726,1,1,1,1,-371.57,-132.98,111.91,1,1,-371.57,-132.98,111.91,0.0001,-0.00034
865,1.728,1,1,1,1,-383.95,-137.42,115.66,1,1,-383.95,-137.42,115.66,0.0001,-0.00034
866,1.73,1,1,1,1,-394.22,-141.1,118.77,1,1,-394.22,-141.1,118.77,0.0001,-0.00034
867,1.732,1,1,1,1,-402.81,-144.18,121.37,1,1,-402.81,-144.18,121.37,0.0001,-0.00034
868,1.734,1,1,1,1,-409.98,-146.75,123.53,1,1,-409.98,-146.75,123.53,0.0001,-0.00034
869,1.736,1,1,1,1,-415.74,-148.81,125.26,1,1,-415.74,-148.81,125.26,0.0001,-0.00034
870,1.738,1,1,1,1,-419.89,-150.29,126.5,1,1,-419.89,-150.29,126.5,0.0001,-0.00034
871,1.74,1,1,1,1,-422.09,-151.07,127.15,1,1,-422.09,-151.07,127.15,0.0001,-0.00034
872,1.742,1,1,1,1,-421.84,-150.97,127.05,1,1,-421.84,-150.97,127.05,0.0001,-0.00034
873,1.744,1,1,1,1,-418.63,-149.81,126.07,1,1,-418.63,-149.81,126.07,0.0001,-0.00034
874,1.746,1,1,1,1,-412.11,-147.47,124.09,1,1,-412.11,-147.47,124.09,0.0001,-0.00034
875,1.748,1,1,1,1,-402.13,-143.9,121.09,1,1,-402.13,-143.9,121.09,0.0001,-0.00034
876,1.75,1,1,1,1,-388.75,-139.12,117.07,1,1,-388.75,-139.12,117.07,0.0001,-0.00034
877,1.752,1,1,1,1,-372.3,-133.23,112.13,1,1,-372.3,-133.23,112.13,0.0001,-0.00034
878,1.754,1,1,1,1,-353.3,-126.45,106.42,1,1,-353.3,-126.45,106.42,0.0001,-0.00034
879,1.756,1,1,1,1,-332.34,-118.95,100.13,1,1,-332.34,-118.95,100.13,0.0001,-0.00034
880,1.758,1,1,1,1,-309.97,-110.96,93.402,1,1,-309.97,-110.96,93.402,0.0001,-0.00034
881,1.76,1,1,1,1,-286.68,-102.62,86.392,1,1,-286.68,-102.62,86.392,0.0001,-0.00034
882,1.762,1,1,1,1,-262.73,-94.05,79.175,1,1,-262.73,-94.05,79.175,0.0001,-0.00034
883,1.764,1,1,1,1,-238.13,-85.239,71.753,1,1,-238.13,-85.239,71.753,0.0001,-0.00034
884,1.766,1,1,1,1,-212.74,-76.141,64.087,1,1,-212.74,-76.141,64.087,0.0001,-0.00034
885,1.768,1,1,1,1,-186.29,-66.666,56.103,1,1,-186.29,-66.666,56.103,0.0001,-0.00034
886,1.77,1,1,1,1,-158.46,-56.698,47.705,1,1,-158.46,-56.698,47.705,0.0001,-0.00034
887,1.772,1,1,1,1,-129.02,-46.155,38.828,1,1,-129.02,-46.155,38.828,0.0001,-0.00034
888,1.774,1,1,1,1,-97.937,-35.029,29.463,1,1,-97.937,-35.029,29.463,0.0001,-0.00034
889,1.776,1,1,1,1,-65.356,-23.373,19.655,1,1,-65.356,-23.373,19.655,0.0001,-0.00034
890,1.778,1,1,1,1,-31.635,-11.312,9.512,1,1,-31.635,-11.312,9.512,0.0001,-0.00034
891,1.78,1,1,1,1,2.6418,0.94496,-0.79531,1,1,2.6418,0.94496,-0.79531,0.0001,-0.00034
892,1.782,1,1,1,1,36.81,13.164,-11.071,1,1,36.81,13.164,-11.071,0.0001,-0.00034
893,1.784,1,1,1,1,70.262,25.129,-21.134,1,1,70.262,25.129,-21.134,0.0001,-0.00034
894,1.786,1,1,1,1,102.46,36.651,-30.827,1,1,102.46,36.651,-30.827,0.0001,-0.00034
895,1.788,1,1,1,1,133.04,47.595,-40.04,1,1,133.04,47.595,-40.04,0.0001,-0.00034
896,1.79,1,1,1,1,161.9,57.926,-48.741,1,1,161.9,57.926,-48.741,0.0001,-0.00034
897,1.792,1,1,1,1,189.11,67.676,-56.954,1,1,189.11,67.676,-56.954,0.0001,-0.00034
898,1.794,1,1,1,1,214.9,76.915,-64.738,1,1,214.9,76.915,-64.738,0.0001,-0.00034
899,1.796,1,1,1,1,239.54,85.744,-72.177,1,1,239.54,85.744,-72.177,0.0001,-0.00034
900,1.798,1,1,1,1,263.32,94.26,-79.35,1,1,263.32,94.26,-79.35,0.0001,-0.00034
901,1.8,1,1,1,1,286.34,102.5,-86.284,1,1,286.34,102.5,-86.284,0.0001,-0.00034
902,1.802,1,1,1,1,308.5,110.43,-92.955,1,1,308.5,110.43,-92.955,0.0001,-0.00034
903,1.804,1,1,1,1,329.57,117.96,-99.291,1,1,329.57,117.96,-99.291,0.0001,-0.00034
904,1.806,1,1,1,1,349.12,124.95,-105.16,1,1,349.12,124.95,-105.16,0.0001,-0.00034
905,1.808,1,1,1,1,366.62,131.2,-110.42,1,1,366.62,131.2,-110.42,0.0001,-0.00034
906,1.81,1,1,1,1,381.53,136.53,-114.9,1,1,381.53,136.53,-114.9,0.0001,-0.00034
907,1.812,1,1,1,1,393.47,140.8,-118.49,1,1,393.47,140.8,-118.49,0.0001,-0.00034
908,1.814,1,1,1,1,402.16,143.91,-121.1,1,1,402.16,143.91,-121.1,0.0001,-0.00034
909,1.816,1,1,1,1,407.55,145.84,-122.73,1,1,407.55,145.84,-122.73,0.0001,-0.00034
910,1.818,1,1,1,1,409.84,146.67,-123.44,1,1,409.84,146.67,-123.44,0.0001,-0.00034
911,1.82,1,1,1,1,409.37,146.51,-123.31,1,1,409.37,146.51,-123.31,0.0001,-0.00034
912,1.822,1,1,1,1,406.53,145.51,-122.47,1,1,406.53,145.51,-122.47,0.0001,-0.00034
913,1.824,1,1,1,1,401.75,143.8,-121.04,1,1,401.75,143.8,-121.04,0.0001,-0.00034
914,1.826,1,1,1,1,395.34,141.51,-119.12,1,1,395.34,141.51,-119.12,0.0001,-0.00034
915,1.828,1,1,1,1,387.44,138.68,-116.73,1,1,387.44,138.68,-116.73,0.0001,-0.00034
916,1.83,1,1,1,1,377.99,135.29,-113.88,1,1,377.99,135.29,-113.88,0.0001,-0.00034
917,1.832,1,1,1,1,366.84,131.29,-110.5,1,1,366.84,131.29,-110.5,0.0001,-0.00034
918,1.834,1,1,1,1,353.65,126.56,-106.52,1,1,353.65,126.56,-106.52,0.0001,-0.00034
919,1.836,1,1,1,1,338.1,120.99,-101.82,1,1,338.1,120.99,-101.82,0.0001,-0.00034
920,1.838,1,1,1,1,319.96,114.5,-96.348,1,1,319.96,114.5,-96.348,0.0001,-0.00034
921,1.84,1,1,1,1,299.16,107.05,-90.078,1,1,299.16,107.05,-90.078,0.0001,-0.00034
922,1.842,1,1,1,1,275.75,98.672,-83.033,1,1,275.75,98.672,-83.033,0.0001,-0.00034
923,1.844,1,1,1,1,250.05,89.48,-75.303,1,1,250.05,89.48,-75.303,0.0001,-0.00034
924,1.846,1,1,1,1,222.53,79.641,-67.029,1,1,222.53,79.641,-67.029,0.0001,-0.00034
925,1.848,1,1,1,1,193.73,69.342,-58.368,1,1,193.73,69.342,-58.368,0.0001,-0.00034
926,1.85,1,1,1,1,164.19,58.776,-49.482,1,1,164.19,58.776,-49.482,0.0001,-0.00034
927,1.852,1,1,1,1,134.39,48.116,-40.513,1,1,134.39,48.116,-40.513,0.0001,-0.00034
928,1.854,1,1,1,1,104.66,37.472,-31.554,1,1,104.66,37.472,-31.554,0.0001,-0.00034
929,1.856,1,1,1,1,75.086,26.885,-22.639,1,1,75.086,26.885,-22.639,0.0001,-0.00034
930,1.858,1,1,1,1,45.666,16.349,-13.765,1,1,45.666,16.349,-13.765,0.0001,-0.00034
931,1.86,1,1,1,1,16.25,5.8128,-4.8889,1,1,16.25,5.8128,-4.8889,0.0001,-0.00034
932,1.862,1,1,1,1,-13.385,-4.8013,4.0509,1,1,-13.385,-4.8013,4.0509,0.0001,-0.00034
933,1.864,1,1,1,1,-43.4,-15.549,13.101,1,1,-43.4,-15.549,13.101,0.0001,-0.00034
934,1.866,1,1,1,1,-73.823,-26.438,22.267,1,1,-73.823,-26.438,22.267,0.0001,-0.00034
935,1.868,1,1,1,1,-104.55,-37.431,31.518,1,1,-104.55,-37.431,31.518,0.0001,-0.00034
936,1.87,1,1,1,1,-135.28,-48.427,40.767,1,1,-135.28,-48.427,40.767,0.0001,-0.00034
937,1.872,1,1,1,1,-165.58,-59.26,49.877,1,1,-165.58,-59.26,49.877,0.0001,-0.00034
938,1.874,1,1,1,1,-194.89,-69.743,58.693,1,1,-194.89,-69.743,58.693,0.0001,-0.00034
939,1.876,1,1,1,1,-222.71,-79.692,67.06,1,1,-222.71,-79.692,67.06,0.0001,-0.00034
940,1.878,1,1,1,1,-248.56,-88.942,74.842,1,1,-248.56,-88.942,74.842,0.0001,-0.00034
941,1.88,1,1,1,1,-272.13,-97.377,81.942,1,1,-272.13,-97.377,81.942,0.0001,-0.00034
942,1.882,1,1,1,1,-293.3,-104.96,88.324,1,1,-293.3,-104.96,88.324,0.0001,-0.00034
943,1.884,1,1,1,1,-312.11,-111.7,94.001,1,1,-312.11,-111.7,94.001,0.0001,-0.00034
944,1.886,1,1,1,1,-328.74,-117.65,99.024,1,1,-328.74,-117.65,99.024,0.0001,-0.00034
945,1.888,1,1,1,1,-343.45,-122.93,103.47,1,1,-343.45,-122.93,103.47,0.0001,-0.00034
946,1.89,1,1,1,1,-356.5,-127.6,107.41,1,1,-356.5,-127.6,107.41,0.0001,-0.00034
947,1.892,1,1,1,1,-368.04,-131.74,110.89,1,1,-368.04,-131.74,110.89,0.0001,-0.00034
948,1.894,1,1,1,1,-378.1,-135.33,113.92,1,1,-378.1,-135.33,113.92,0.0001,-0.00034
949,1.896,1,1,1,1,-386.56,-138.36,116.46,1,1,-386.56,-138.36,116.46,0.0001,-0.00034
950,1.898,1,1,1,1,-393.14,-140.71,118.43,1,1,-393.14,-140.71,118.43,0.0001,-0.00034
951,1.9,1,1,1,1,-397.5,-142.26,119.72,1,1,-397.5,-142.26,119.72,0.0001,-0.00034
952,1.902,1,1,1,1,-399.25,-142.88,120.24,1,1,-399.25,-142.88,120.24,0.0001,-0.00034
953,1.904,1,1,1,1,-398.12,-142.47,119.89,1,1,-398.12,-142.47,119.89,0.0001,-0.00034
954,1.906,1,1,1,1,-393.91,-140.96,118.63,1,1,-393.91,-140.96,118.63,0.0001,-0.00034
955,1.908,1,1,1,1,-386.64,-138.36,116.44,1,1,-386.64,-138.36,116.44,0.0001,-0.00034
956,1.91,1,1,1,1,-376.49,-134.73,113.39,1,1,-376.49,-134.73,113.39,0.0001,-0.00034
957,1.912,1,1,1,1,-363.77,-130.19,109.57,1,1,-363.77,-130.19,109.57,0.0001,-0.00034
958,1.914,1,1,1,1,-348.89,-124.87,105.1,1,1,-348.89,-124.87,105.1,0.0001,-0.00034
959,1.916,1,1,1,1,-332.27,-118.93,100.11,1,1,-332.27,-118.93,100.11,0.0001,-0.00034
960,1.918,1,1,1,1,-314.27,-112.49,94.691,1,1,-314.27,-112.49,94.691,0.0001,-0.00034
961,1.92,1,1,1,1,-295.11,-105.63,88.917,1,1,-295.11,-105.63,88.917,0.0001,-0.00034
962,1.922,1,1,1,1,-274.86,-98.381,82.812,1,1,-274.86,-98.381,82.812,0.0001,-0.00034
963,1.924,1,1,1,1,-253.49,-90.726,76.363,1,1,-253.49,-90.726,76.363,0.0001,-0.00034
964,1.926,1,1,1,1,-230.82,-82.607,69.523,1,1,-230.82,-82.607,69.523,0.0001,-0.00034
965,1.928,1,1,1,1,-206.67,-73.957,62.237,1,1,-206.67,-73.957,62.237,0.0001,-0.00034
966,1.93,1,1,1,1,-180.91,-64.731,54.468,1,1,-180.91,-64.731,54.468,0.0001,-0.00034
967,1.932,1,1,1,1,-153.48,-54.914,46.204,1,1,-153.48,-54.914,46.204,0.0001,-0.00034
968,1.934,1,1,1,1,-124.49,-44.54,37.475,1,1,-124.49,-44.54,37.475,0.0001,-0.00034
969,1.936,1,1,1,1,-94.212,-33.709,28.364,1,1,-94.212,-33.709,28.364,0.0001,-0.00034
970,1.938,1,1,1,1,-63.062,-22.568,18.992,1,1,-63.062,-22.568,18.992,0.0001,-0.00034
971,1.94,1,1,1,1,-31.514,-11.284,9.5016,1,1,-31.514,-11.284,9.5016,0.0001,-0.00034
972,1.942,1,1,1,1,-0.068078,-0.035152,0.03979,1,1,-0.068078,-0.035152,0.03979,0.0001,-0.00034
973,1.944,1,1,1,1,30.821,11.017,-9.259,1,1,30.821,11.017,-9.259,0.0001,-0.00034
974,1.946,1,1,1,1,60.836,21.759,-18.3,1,1,60.836,21.759,-18.3,0.0001,-0.00034
975,1.948,1,1,1,1,89.81,32.131,-27.033,1,1,89.81,32.131,-27.033,0.0001,-0.00034
976,1.95,1,1,1,1,117.7,42.118,-35.443,1,1,117.7,42.118,-35.443,0.0001,-0.00034
977,1.952,1,1,1,1,144.59,51.75,-43.556,1,1,144.59,51.75,-43.556,0.0001,-0.00034
978,1.954,1,1,1,1,170.64,61.08,-51.414,1,1,170.64,61.08,-51.414,0.0001,-0.00034
979,1.956,1,1,1,1,195.98,70.154,-59.055,1,1,195.98,70.154,-59.055,0.0001,-0.00034
980,1.958,1,1,1,1,220.66,78.987,-66.491,1,1,220.66,78.987,-66.491,0.0001,-0.00034
981,1.96,1,1,1,1,244.62,87.56,-73.706,1,1,244.62,87.56,-73.706,0.0001,-0.00034
